name,category,Protein,Carbohydrates,Sugar,Fat,Sodium,nutrient_grade,allergen,nutrient_score,grade
fruit & nut cookies - unibic - 75g,biscuits,6.4,63.0,21.5,1.2,0.522,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Nuts, Soybeans",70.0,B
Marie Light - Sunfeast - 1kg,biscuits,9.1,77.4,21.1,0.07,0.731,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Nuts, Soybeans, Sulphur dioxide and sulphites",70.0,B
50 50 Sweet & Salty - Britannia,biscuits,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Nuts, Soybeans, Sulphur dioxide and sulphites",70.0,B
Britannia NutriChoice oats chocolate & almond - 75g,biscuits,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Nuts, Soybeans, Sulphur dioxide and sulphites",70.0,B
Parle Bode&seek 120g(26) - 250g,biscuits,5.8,73.6,32.0,9.2,0.0,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk, Nuts, Soybeans, Sulphur dioxide and sulphites",57.0,C
Kream Time - Mukkund - 30 g,biscuits,7.4,74.5,25.1,9.4,0.685,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Soybeans",70.0,B
Hide & Seek Milano Chocolate Chip - Parle - 75g,biscuits,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Soybeans",70.0,B
50 50 Golmaal - Britannia - 110g,biscuits,6.4,68.4,21.8,2.5,1.145,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Soybeans, Sulphur dioxide and sulphites",70.0,B
Marie Gold - Britannia - 117g,biscuits,7.9,79.5,42.0,0.0,790.0,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Sulphur dioxide and sulphites",70.0,B
Jimjam Pops - Britannia - 70 g,biscuits,5.1,79.2,37.3,0.0,0.49,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Soybeans",70.0,B
Hide and seek choco rolls - Parle - 125 g,biscuits,4.6,65.9,36.8,12.6,0.245,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Soybeans",70.0,B
Multigrain Cookies - Unibic - 75g,biscuits,6.0,65.0,0.5,11.6,0.625,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Nuts",70.0,B
5050 Golmaal - Britannia,biscuits,7.0,72.6,21.2,0.0,1.162,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk",70.0,B
Fab! Bourbon - Parle,biscuits,5.2,75.3,41.7,0.0,0.255,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Soybeans",70.0,B
Milk Bikis - Britannia - 67 g,biscuits,8.3,72.0,22.5,8.8,0.718,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk",70.0,B
Parle g rs 10 - Parale - 100,biscuits,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk",70.0,B
Dream cream 20 - Sunfest - 120 g,biscuits,4.5,70.5,37.0,0.0,0.5,Average impact of products of the same category: A (Score: 75/100),"Allergens: Gluten, Milk, Soybeans",75.0,A
2020 blue - Parle - 150g,biscuits,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Soybeans",70.0,B
Coconut Crunchy - Mario,biscuits,6.0,68.0,19.2,12.8,1.05,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk",70.0,B
UNIBIC Orange Splash Cookies,biscuits,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk",70.0,B
Craze Coffee Marie - 125g,biscuits,8.4,78.9,20.0,5.2,0.798,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk",70.0,B
Parle-G Oats & berries - 93.75g,biscuits,7.2,78.8,24.6,5.0,0.758,Average impact of products of the same category: B (Score: 70/100),Allergens: Gluten,70.0,B
Super Millets Ragi And Jowar Cookies - Sunfeast - 75 g,biscuits,6.2,56.7,21.0,15.1,1.175,Average impact of products of the same category: B (Score: 70/100),"Allergens: Milk, Nuts, Soybeans",70.0,B
8906009073965,biscuits,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: B (Score: 70/100),"Allergens: Milk, Nuts, Soybeans",70.0,B
Tiger Brita Biscuits - Britannia - 150 g,biscuits,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: B (Score: 70/100),"Allergens: Milk, Nuts, Soybeans",70.0,B
Marie lite biscuit - Priyagold - 40g,biscuits,2.0,20.0,6.0,7.0,0.302,Average impact of products of the same category: B (Score: 70/100),"Allergens: Milk, Nuts, Soybeans",70.0,B
8905222260121,biscuits,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: B (Score: 70/100),"Allergens: Milk, Nuts, Soybeans",70.0,B
8901725003098,biscuits,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: B (Score: 70/100),"Allergens: Milk, Nuts, Soybeans",70.0,B
8904244300341,biscuits,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: B (Score: 70/100),"Allergens: Milk, Nuts, Soybeans",70.0,B
Gold Winner -,biscuits,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: B (Score: 70/100),"Allergens: Milk, Nuts, Soybeans",70.0,B
4901465441253,biscuits,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: A (Score: 83/100),"Allergens: Milk, Nuts, Soybeans",83.0,A
marie light - Sunfeast,biscuits,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: B (Score: 70/100),"Allergens: Milk, Nuts, Soybeans",70.0,B
Sunfeast Marie Light Vita Orange - 100g,biscuits,9.3,73.5,20.8,7.1,0.833,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk",70.0,B
7 Grain Breakfast Cookie Choco Almond - Max Protein - 60 g,biscuits,20.0,36.8,0.0,0.0,0.733,Nutri-Score C,"Allergens: Gluten, Milk, Nuts, Soybeans, Cereals",,
manati wafer - nabati - 62 g,biscuits,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Nuts, Soybeans, Cereals",70.0,B
Pran Potata Cream & Onion Flavoured Potato Biscuit - 75Gm,biscuits,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Nuts, Soybeans, Cereals",70.0,B
Uncle Chipps Plain Salty,biscuits,6.7,52.0,0.6,15.5,1.478,Average impact of products of the same category: A (Score: 87/100),"Allergens: Gluten, Milk, Nuts, Soybeans, Cereals",87.0,A
UNIBIC Cashew Cookies,biscuits,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Nuts, Soybeans, Wheat-milk",70.0,B
McVities Tasties Cashew & Almond Cookies,biscuits,7.0,68.3,21.9,10.2,0.702,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Nuts",70.0,B
Unibic Coconut Cookies,biscuits,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk",70.0,B
TIGER KRUNCH COCONUT - Britannia - 75G,biscuits,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk",70.0,B
Parle,biscuits,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: A (Score: 87/100),"Allergens: Gluten, Milk",87.0,A
7622202047886,biscuits,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: C (Score: 52/100),"Allergens: Gluten, Milk",52.0,C
Rich Marie - Biskfarm - 400g,biscuits,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk",70.0,B
Fruit Biscuit (Vegan) - Karachi Bakery - 400gm 7 serving,biscuits,5.1,58.6,9.8,0.0,0.0,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Nuts",70.0,B
Marie Classic - Cremica - 10 g,biscuits,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Nuts",70.0,B
UNIBIC Orange Splash Cookies,biscuits,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: B (Score: 70/100),Not available,70.0,B
Yummy - Anmol - 35g,biscuits,6.27,74.47,29.6,8.81,0.535,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk",70.0,B
Jim Jam - Britannia - 25g,biscuits,5.0,73.0,33.5,0.0,0.535,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Soybeans",70.0,B
marie Gold - Britannia - 89g,biscuits,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Soybeans",70.0,B
Kesar Cashew Badam Cookies - Unibic - 200g,biscuits,5.5,66.0,26.0,2.0,0.488,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Nuts, Soybeans",70.0,B
Cadbury Choco Creme Oreo - 300 g,biscuits,5.5,70.3,37.8,0.2,1.265,Average impact of products of the same category: C (Score: 57/100),Allergens: Gluten,57.0,C
Dream LITE - Anmol - 200g,biscuits,7.7,64.0,8.0,11.5,0.0,Ultra-processed foods,"Allergens: Gluten, Milk",,
Creamy Water Biscuits - Pickwick - 75g,biscuits,5.24,71.93,37.18,0.1,0.0,Average impact of products of the same category: B (Score: 69/100),Allergens: Gluten,69.0,B
Dry Cake - Pran - 350 g,biscuits,0.0,60.0,25.0,0.0,0.012,Processed foods,Allergens: Gluten,,
Parle-G - 1,biscuits,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: B (Score: 70/100),Allergens: Gluten,70.0,B
Mcvities Butter Cookie 68 GR. - 68 g,biscuits,7.7,68.9,24.9,1.8,0.75,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Soybeans",70.0,B
Cheeselings - Classic - Parle - 150 g,biscuits,8.2,69.0,3.3,9.5,0.0,Ultra-processed foods,Allergens: Gluten,,
Royal plum cake - Modern Products - 650 g,biscuits,4.6,50.4,20.64,1.8,0.278,Average impact of products of the same category: A (Score: 75/100),"Allergens: Eggs, Gluten, Nuts",75.0,A
cake nut & raisin - britannia - 60g,biscuits,6.0,56.0,32.5,0.0,0.0,Average impact of products of the same category: C (Score: 53/100),"Allergens: Eggs, Gluten, Milk, Nuts",53.0,C
Parle Monaco biscuits - 700gm,biscuits,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Eggs, Gluten, Milk, Nuts",,
Tamyam creme Chocolat wafters,biscuits,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: A (Score: 78/100),"Allergens: Eggs, Gluten, Milk, Nuts",78.0,A
Bournvita biscuit - Cadbury,biscuits,7.3,73.6,30.0,6.8,0.902,Not available,"Allergens: Eggs, Gluten, Milk, Nuts",,
Britannia Good Day Chocochip Cookies - 111g,biscuits,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: B (Score: 70/100),"Allergens: Eggs, Gluten, Milk, Nuts",70.0,B
Glucose - Cremica,biscuits,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: B (Score: 70/100),"Allergens: Eggs, Gluten, Milk, Nuts",70.0,B
O'Choco - PARLITE FOODS,biscuits,6.5,74.5,0.0,0.0,0.0,Average impact of products of the same category: B (Score: 70/100),"Allergens: Eggs, Gluten, Milk, Nuts",70.0,B
protein diskettes - kabi bite - 250,biscuits,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: B (Score: 70/100),"Allergens: Eggs, Gluten, Milk, Nuts",70.0,B
Chocobakes Choc layered Cakes - Cadbury - 21 g,biscuits,3.9,63.7,41.1,0.1,0.56,Average impact of products of the same category: C (Score: 47/100),"Allergens: Gluten, Milk",47.0,C
Glucose Biscuits - Sunfeast - 100 g,biscuits,8.3,75.0,29.2,6.1,0.0,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk",70.0,B
Digestive - Sunfeast - 800g,biscuits,7.7,68.4,13.9,0.07,1.129,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk",70.0,B
Monaco - Parle,biscuits,7.8,68.4,7.8,9.9,0.0,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk",70.0,B
Dark Fantasy - Sunfeast - 20g,biscuits,5.7,63.9,37.6,0.1,0.0,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Creme",70.0,B
Milano - parle - 1,biscuits,3.2,67.0,31.5,0.0,0.48,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk",57.0,C
Rusk Real Premium Elaichi - Parle - 400g,biscuits,7.6,55.3,25.1,4.2,0.0,Green-Score B,"Allergens: Gluten, Soybeans",,
Parle g gold - 1 kg,biscuits,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Soybeans",70.0,B
BISK FARM Chatpata,biscuits,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Soybeans",70.0,B
Parle G - 80g,biscuits,7.0,77.3,25.0,6.0,0.0,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Soybeans",70.0,B
Magix - Parle - 40.86 g,biscuits,7.0,72.6,25.8,0.018,0.0,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Nuts",70.0,B
Unibic Frunit and Nut cookies - 150 g,biscuits,6.4,63.0,25.0,9.0,0.522,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Nuts, Soybeans",70.0,B
Parle Monaco Classic Biscuit,biscuits,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Nuts, Soybeans",70.0,B
Choco Fills - Dark Fantasy,biscuits,5.3,64.3,31.7,0.1,0.416,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk",57.0,C
5-Grain Digestive High Fibre - Sunfeast Farmlite - 800g,biscuits,8.3,67.4,19.2,0.03,1.686,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Nuts, Soybeans, Sulphur dioxide and sulphites",70.0,B
Mom's Magic - Sunfeast - 73,biscuits,6.5,67.0,22.2,0.05,0.43,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Soybeans",70.0,B
Bourbon - Britannia - 120g,biscuits,2.7,72.0,37.5,0.0,0.0,Green-Score C,Allergens: Milk,,
Kaju Khajoor Cookies - Cremica - 100g,biscuits,7.4,67.8,24.0,0.0,0.938,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Nuts, Soybeans",70.0,B
Marie Light - Sunfeast - 200g,biscuits,8.9,75.8,22.2,0.05,0.772,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk",70.0,B
Parle-G Original Gluco Biscuits - 800 g,biscuits,6.9,77.3,25.5,6.0,0.752,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk",70.0,B
50 50 - Britannia - 76,biscuits,7.0,72.0,19.5,9.0,0.8,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Sulphur dioxide and sulphites",70.0,B
marie gold - Britannia Industries Ltd - 39g,biscuits,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Sulphur dioxide and sulphites",70.0,B
Bourbon - Britannia - 60g,biscuits,5.0,72.0,37.5,10.0,0.0,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Sulphur dioxide and sulphites",70.0,B
Marie light - Sunfeast - 40.7g,biscuits,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Sulphur dioxide and sulphites",70.0,B
Tiger Kreemz Orange - Britannia,biscuits,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Sulphur dioxide and sulphites",70.0,B
Nutri Choice - BRITANNIA - 200g,biscuits,0.0,0.0,0.0,0.0,0.0,Green-Score B,"Allergens: Gluten, Sulphur dioxide and sulphites",,
Hide And Seek - Parle - 33g,biscuits,5.9,103.0,0.0,0.4,0.0,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Sulphur dioxide and sulphites",70.0,B
Milk bikies biscuit - Britannia,biscuits,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Sulphur dioxide and sulphites",70.0,B
8901719124365,biscuits,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: B (Score: 70/100),Not available,70.0,B
7622202203381,biscuits,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: C (Score: 57/100),Allergens: Milk,57.0,C
Baker's Dozen Fresh Orange Cake,biscuits,5.44,55.3,32.1,2.08,0.338,Nutri-Score D,"Allergens: Gluten, Milk",,
Nutri Choice - BRITANNIA - 200g,biscuits,0.0,0.0,0.0,0.0,0.0,Green-Score B,"Allergens: Gluten, Milk",,
Googly biscuit - BISK FARM - 10 biscuits & 35 gram,biscuits,6.23,68.33,19.4,13.65,0.455,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk",70.0,B
Hide And Seek - Parle - 33g,biscuits,5.9,103.0,0.0,0.4,0.0,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk",70.0,B
Milk bikies biscuit - Britannia,biscuits,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk",70.0,B
102 g,biscuits,6.5,67.0,19.0,10.0,0.0,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk",70.0,B
Bolacha Manteiga Belgas - Chabrior - 250 g,biscuits,7.1,72.2,32.1,11.3,0.6,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk",70.0,B
Sunfeast Caker Layered with Butterscotch Crème,biscuits,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Gluten, Milk",,
Cookies - The Bakers Dozen - 28g,biscuits,0.0,0.0,0.0,0.0,0.0,Processed foods,"Allergens: Gluten, Milk",,
Butter Cookies - Sapphire - 400 g,biscuits,6.67,66.7,30.0,0.0,1.31,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk",70.0,B
Parle hide &seek milano 125g,biscuits,5.2,65.1,31.6,0.0,0.482,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk",70.0,B
Oats Digestive - UNIBIC - 150 g,biscuits,8.2,64.0,17.0,2.1,1.2,Nutri-Score E,"Allergens: Gluten, Milk",,
Oreo,biscuits,5.2,71.9,38.8,9.7,1.05,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Soybeans",70.0,B
Choco Crème Flavoured Oreo 288.75g - Cadbury,biscuits,5.3,71.4,38.0,0.1,1.05,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Soybeans",57.0,C
8906139040684,biscuits,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Soybeans",70.0,B
Marie biscuits - Bisk Farm - 300gram,biscuits,0.0,67.25,18.73,0.0,0.0,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk",70.0,B
Britannia Cake Gobbles 35g,biscuits,6.0,58.3,26.8,8.8,0.422,Average impact of products of the same category: B (Score: 70/100),"Allergens: Eggs, Gluten, Orange",70.0,B
Sugar Free Cracker Nature spice Jeera & Ajwain - Britannia,biscuits,10.5,70.8,0.0,0.0,0.662,Average impact of products of the same category: A (Score: 87/100),"Allergens: Gluten, Milk, Soybeans, Sulphur dioxide and sulphites",87.0,A
