name,category,Protein,Carbohydrates,Sugar,Fat,Fiber,Sodium,nutrient_grade,allergen
fruit & nut cookies - unibic - 75g,biscuits,6.4 g,63 g,21.5 g,1.2 g,?,0.522 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Nuts, Soybeans"
Marie Light - Sunfeast - 1kg,biscuits,9.1 g,77.4 g,21.1 g,0.07 g,?,0.731 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Nuts, Soybeans, Sulphur dioxide and sulphites"
50 50 Sweet & Salty - Britannia,biscuits,?,?,Not available,?,?,?,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Nuts, Soybeans, Sulphur dioxide and sulphites"
Britannia NutriChoice oats chocolate & almond - 75g,biscuits,?,?,Not available,?,?,?,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Nuts, Soybeans, Sulphur dioxide and sulphites"
Parle Bode&seek 120g(26) - 250g,biscuits,5.8 g,73.6 g,32 g,9.2 g,0 g,0 g,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk, Nuts, Soybeans, Sulphur dioxide and sulphites"
Kream Time - Mukkund - 30 g,biscuits,7.4 g,74.5 g,25.1 g,9.4 g,?,0.685 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Soybeans"
Hide & Seek Milano Chocolate Chip - Parle - 75g,biscuits,?,?,Not available,?,?,?,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Soybeans"
50 50 Golmaal - Britannia - 110g,biscuits,6.4 g,68.4 g,21.8 g,2.5 g,?,1.145 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Soybeans, Sulphur dioxide and sulphites"
Marie Gold - Britannia - 117g,biscuits,7.9 g,79.5 g,42 g,0 g,0 g,790 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Sulphur dioxide and sulphites"
Jimjam Pops - Britannia - 70 g,biscuits,5.1 g,79.2 g,37.3 g,0 g,?,0.49 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Soybeans"
Hide and seek choco rolls - Parle - 125 g,biscuits,4.6 g,65.9 g,36.8 g,12.6 g,?,0.245 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Soybeans"
Multigrain Cookies - Unibic - 75g,biscuits,6 g,65 g,0.5 g,11.6 g,?,0.625 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Nuts"
5050 Golmaal - Britannia,biscuits,7 g,72.6 g,21.2 g,0 g,0 g,1.162 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk"
Fab! Bourbon - Parle,biscuits,5.2 g,75.3 g,41.7 g,0 g,?,0.255 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Soybeans"
Milk Bikis - Britannia - 67 g,biscuits,8.3 g,72 g,22.5 g,8.8 g,5.3 g,0.718 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk"
Parle g rs 10 - Parale - 100,biscuits,?,?,Not available,?,?,?,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk"
Dream cream 20 - Sunfest - 120 g,biscuits,4.5 g,70.5 g,37 g,0 g,-,0.5 g,Average impact of products of the same category: A (Score: 75/100),"Allergens: Gluten, Milk, Soybeans"
2020 blue - Parle - 150g,biscuits,?,?,Not available,?,?,?,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Soybeans"
Coconut Crunchy - Mario,biscuits,6 g,68 g,19.2 g,12.8 g,1.6 g,1.05 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk"
UNIBIC Orange Splash Cookies,biscuits,?,?,Not available,?,?,?,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk"
Craze Coffee Marie - 125g,biscuits,8.4 g,78.9 g,20 g,5.2 g,?,0.798 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk"
Parle-G Oats & berries - 93.75g,biscuits,7.2 g,78.8 g,24.6 g,5 g,?,0.758 g,Average impact of products of the same category: B (Score: 70/100),Allergens: Gluten
Super Millets Ragi And Jowar Cookies - Sunfeast - 75 g,biscuits,6.2 g,56.7 g,21 g,15.1 g,3.2 g,1.175 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Milk, Nuts, Soybeans"
8906009073965,biscuits,?,?,Not available,?,?,?,Average impact of products of the same category: B (Score: 70/100),"Allergens: Milk, Nuts, Soybeans"
Tiger Brita Biscuits - Britannia - 150 g,biscuits,,,Not available,,,,Average impact of products of the same category: B (Score: 70/100),"Allergens: Milk, Nuts, Soybeans"
Marie lite biscuit - Priyagold - 40g,biscuits,2 g,20 g,6 g,7 g,0 g,0.302 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Milk, Nuts, Soybeans"
8905222260121,biscuits,?,?,Not available,?,?,?,Average impact of products of the same category: B (Score: 70/100),"Allergens: Milk, Nuts, Soybeans"
8901725003098,biscuits,?,?,Not available,?,?,?,Average impact of products of the same category: B (Score: 70/100),"Allergens: Milk, Nuts, Soybeans"
8904244300341,biscuits,?,?,Not available,?,?,?,Average impact of products of the same category: B (Score: 70/100),"Allergens: Milk, Nuts, Soybeans"
Gold Winner -,biscuits,Not available,Not available,Not available,Not available,Not available,Not available,Average impact of products of the same category: B (Score: 70/100),"Allergens: Milk, Nuts, Soybeans"
4901465441253,biscuits,,,Not available,,,,Average impact of products of the same category: A (Score: 83/100),"Allergens: Milk, Nuts, Soybeans"
marie light - Sunfeast,biscuits,?,?,Not available,?,?,?,Average impact of products of the same category: B (Score: 70/100),"Allergens: Milk, Nuts, Soybeans"
Sunfeast Marie Light Vita Orange - 100g,biscuits,9.3 g,73.5 g,20.8 g,7.1 g,?,0.833 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk"
7 Grain Breakfast Cookie Choco Almond - Max Protein - 60 g,biscuits,20 g,36.8 g,0 g,0 g,13.3 g,0.733 g,Nutri-Score C,"Allergens: Gluten, Milk, Nuts, Soybeans, Cereals"
manati wafer - nabati - 62 g,biscuits,,,Not available,,,,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Nuts, Soybeans, Cereals"
Pran Potata Cream & Onion Flavoured Potato Biscuit - 75Gm,biscuits,?,?,Not available,?,?,?,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Nuts, Soybeans, Cereals"
Uncle Chipps Plain Salty,biscuits,6.7 g,52 g,0.6 g,15.5 g,0 g,1.478 g,Average impact of products of the same category: A (Score: 87/100),"Allergens: Gluten, Milk, Nuts, Soybeans, Cereals"
UNIBIC Cashew Cookies,biscuits,?,?,Not available,?,?,?,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Nuts, Soybeans, Wheat-milk"
McVities Tasties Cashew & Almond Cookies,biscuits,7 g,68.3 g,21.9 g,10.2 g,3.4 g,0.702 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Nuts"
Unibic Coconut Cookies,biscuits,?,?,Not available,?,?,?,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk"
TIGER KRUNCH COCONUT - Britannia - 75G,biscuits,?,?,Not available,?,?,?,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk"
Parle,biscuits,,,Not available,,,,Average impact of products of the same category: A (Score: 87/100),"Allergens: Gluten, Milk"
7622202047886,biscuits,,,Not available,,,,Average impact of products of the same category: C (Score: 52/100),"Allergens: Gluten, Milk"
Rich Marie - Biskfarm - 400g,biscuits,+4%,+4%,-27%,-100%,,-56%,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk"
Fruit Biscuit (Vegan) - Karachi Bakery - 400gm 7 serving,biscuits,5.1 g,58.6 g,9.8 g,0 g,0.96 g,0 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Nuts"
Marie Classic - Cremica - 10 g,biscuits,,,Not available,,,,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Nuts"
UNIBIC Orange Splash Cookies,biscuits,?,?,Not available,?,?,?,Average impact of products of the same category: B (Score: 70/100),Not available
Coconut Crunchy - Mario,biscuits,6 g,68 g,19.2 g,12.8 g,1.6 g,1.05 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk"
Yummy - Anmol - 35g,biscuits,6.27 g,74.47 g,29.6 g,8.81 g,?,0.535 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk"
Jim Jam - Britannia - 25g,biscuits,5 g,73 g,33.5 g,0 g,-,0.535 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Soybeans"
marie Gold - Britannia - 89g,biscuits,?,?,Not available,?,?,?,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Soybeans"
Kesar Cashew Badam Cookies - Unibic - 200g,biscuits,5.5 g,66 g,26 g,2 g,?,0.488 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Nuts, Soybeans"
Cadbury Choco Creme Oreo - 300 g,biscuits,5.5 g,70.3 g,37.8 g,0.2 g,?,1.265 g,Average impact of products of the same category: C (Score: 57/100),Allergens: Gluten
Dream LITE - Anmol - 200g,biscuits,7.7 g,64 g,8 g,11.5 g,?,?,Ultra-processed foods,"Allergens: Gluten, Milk"
Creamy Water Biscuits - Pickwick - 75g,biscuits,5.24 g,71.93 g,37.18 g,0.1 g,0 g,0 g,Average impact of products of the same category: B (Score: 69/100),Allergens: Gluten
Dry Cake - Pran - 350 g,biscuits,0 g,60 g,25 g,0 g,0.4 g,0.012 g,Processed foods,Allergens: Gluten
Parle-G - 1,biscuits,?,?,Not available,?,?,?,Average impact of products of the same category: B (Score: 70/100),Allergens: Gluten
Mcvities Butter Cookie 68 GR. - 68 g,biscuits,7.7 g,68.9 g,24.9 g,1.8 g,?,0.75 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Soybeans"
Cheeselings - Classic - Parle - 150 g,biscuits,8.2 g,69 g,3.3 g,9.5 g,?,?,Ultra-processed foods,Allergens: Gluten
Royal plum cake - Modern Products - 650 g,biscuits,4.6 g,50.4 g,20.64 g,1.8 g,16.1 g,0.278 g,Average impact of products of the same category: A (Score: 75/100),"Allergens: Eggs, Gluten, Nuts"
cake nut & raisin - britannia - 60g,biscuits,6 g,56 g,32.5 g,0 g,?,?,Average impact of products of the same category: C (Score: 53/100),"Allergens: Eggs, Gluten, Milk, Nuts"
Parle Monaco biscuits - 700gm,biscuits,?,?,Not available,?,?,?,Not available,"Allergens: Eggs, Gluten, Milk, Nuts"
Tamyam creme Chocolat wafters,biscuits,?,?,Not available,?,?,?,Average impact of products of the same category: A (Score: 78/100),"Allergens: Eggs, Gluten, Milk, Nuts"
Bournvita biscuit - Cadbury,biscuits,7.3 g,73.6 g,30 g,6.8 g,?,0.902 g,Not available,"Allergens: Eggs, Gluten, Milk, Nuts"
Britannia Good Day Chocochip Cookies - 111g,biscuits,?,?,Not available,?,?,?,Average impact of products of the same category: B (Score: 70/100),"Allergens: Eggs, Gluten, Milk, Nuts"
Glucose - Cremica,biscuits,?,?,Not available,?,?,?,Average impact of products of the same category: B (Score: 70/100),"Allergens: Eggs, Gluten, Milk, Nuts"
O'Choco - PARLITE FOODS,biscuits,6.5 g,74.5 g,0 g,0 g,?,0 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Eggs, Gluten, Milk, Nuts"
protein diskettes - kabi bite - 250,biscuits,?,?,Not available,?,?,?,Average impact of products of the same category: B (Score: 70/100),"Allergens: Eggs, Gluten, Milk, Nuts"
Chocobakes Choc layered Cakes - Cadbury - 21 g,biscuits,3.9 g,63.7 g,41.1 g,0.1 g,?,0.56 g,Average impact of products of the same category: C (Score: 47/100),"Allergens: Gluten, Milk"
Glucose Biscuits - Sunfeast - 100 g,biscuits,8.3 g,75 g,29.2 g,6.1 g,?,?,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk"
Digestive - Sunfeast - 800g,biscuits,7.7 g,68.4 g,13.9 g,0.07 g,6.2 g,1.129 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk"
Monaco - Parle,biscuits,7.8 g,68.4 g,7.8 g,9.9 g,?,?,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk"
Dark Fantasy - Sunfeast - 20g,biscuits,5.7 g,63.9 g,37.6 g,0.1 g,?,?,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Creme"
Milano - parle - 1,biscuits,3.2 g,67 g,31.5 g,0 g,?,0.48 g,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk"
Rusk Real Premium Elaichi - Parle - 400g,biscuits,7.6 g,55.3 g,25.1 g,4.2 g,?,?,Green-Score B,"Allergens: Gluten, Soybeans"
Parle g gold - 1 kg,biscuits,?,?,Not available,?,?,?,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Soybeans"
BISK FARM Chatpata,biscuits,?,?,Not available,?,?,?,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Soybeans"
Parle G - 80g,biscuits,7 g,77.3 g,25 g,6 g,?,0 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Soybeans"
Magix - Parle - 40.86 g,biscuits,7 g,72.6 g,25.8 g,< 0.018 g,?,?,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Nuts"
Unibic Frunit and Nut cookies - 150 g,biscuits,6.4 g,63 g,25 g,9 g,?,0.522 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Nuts, Soybeans"
Parle Monaco Classic Biscuit,biscuits,?,?,Not available,?,?,?,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Nuts, Soybeans"
Choco Fills - Dark Fantasy,biscuits,5.3 g,64.3 g,31.7 g,0.1 g,?,0.416 g,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk"
5-Grain Digestive High Fibre - Sunfeast Farmlite - 800g,biscuits,8.3 g,67.4 g,19.2 g,0.03 g,8 g,1.686 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Nuts, Soybeans, Sulphur dioxide and sulphites"
Mom's Magic - Sunfeast - 73,biscuits,6.5 g,67 g,22.2 g,0.05 g,0 g,0.43 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Soybeans"
Bourbon - Britannia - 120g,biscuits,2.7 g,72 g,37.5 g,0 g,?,0 g,Green-Score C,Allergens: Milk
Kaju Khajoor Cookies - Cremica - 100g,biscuits,7.4 g,67.8 g,24 g,0 g,2 g,0.938 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Nuts, Soybeans"
Marie Light - Sunfeast - 200g,biscuits,8.9 g,75.8 g,22.2 g,0.05 g,?,0.772 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk"
Parle-G Original Gluco Biscuits - 800 g,biscuits,6.9 g,77.3 g,25.5 g,6 g,?,0.752 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk"
50 50 - Britannia - 76,biscuits,7 g,72 g,19.5 g,9 g,0 g,0.8 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Sulphur dioxide and sulphites"
marie gold - Britannia Industries Ltd - 39g,biscuits,?,?,Not available,?,?,?,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Sulphur dioxide and sulphites"
Bourbon - Britannia - 60g,biscuits,5 g,72 g,37.5 g,10 g,?,0 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Sulphur dioxide and sulphites"
Marie light - Sunfeast - 40.7g,biscuits,?,?,Not available,?,?,?,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Sulphur dioxide and sulphites"
Tiger Kreemz Orange - Britannia,biscuits,,,Not available,,,,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Sulphur dioxide and sulphites"
Nutri Choice - BRITANNIA - 200g,biscuits,?,?,Not available,?,?,?,Green-Score B,"Allergens: Gluten, Sulphur dioxide and sulphites"
Hide And Seek - Parle - 33g,biscuits,5.9 g,103 g,Not available,0.4 g,?,?,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Sulphur dioxide and sulphites"
Milk bikies biscuit - Britannia,biscuits,?,?,Not available,?,?,?,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Sulphur dioxide and sulphites"
8901719124365,biscuits,?,?,Not available,?,?,?,Average impact of products of the same category: B (Score: 70/100),Not available
5-Grain Digestive High Fibre - Sunfeast Farmlite - 800g,biscuits,8.3 g,67.4 g,19.2 g,0.03 g,8 g,1.686 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Nuts, Soybeans, Sulphur dioxide and sulphites"
Mom's Magic - Sunfeast - 73,biscuits,6.5 g,67 g,22.2 g,0.05 g,0 g,0.43 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Soybeans"
Bourbon - Britannia - 120g,biscuits,2.7 g,72 g,37.5 g,0 g,?,0 g,Green-Score C,Allergens: Milk
7622202203381,biscuits,?,?,Not available,?,?,?,Average impact of products of the same category: C (Score: 57/100),Allergens: Milk
Parle-G Original Gluco Biscuits - 800 g,biscuits,6.9 g,77.3 g,25.5 g,6 g,?,0.752 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk"
50 50 - Britannia - 76,biscuits,7 g,72 g,19.5 g,9 g,0 g,0.8 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Sulphur dioxide and sulphites"
marie gold - Britannia Industries Ltd - 39g,biscuits,?,?,Not available,?,?,?,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Sulphur dioxide and sulphites"
Bourbon - Britannia - 60g,biscuits,5 g,72 g,37.5 g,10 g,?,0 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Sulphur dioxide and sulphites"
Marie light - Sunfeast - 40.7g,biscuits,?,?,Not available,?,?,?,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Sulphur dioxide and sulphites"
Tiger Kreemz Orange - Britannia,biscuits,,,Not available,,,,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Sulphur dioxide and sulphites"
Baker's Dozen Fresh Orange Cake,biscuits,5.44 g,55.3 g,32.1 g,2.08 g,2.28 g,0.338 g,Nutri-Score D,"Allergens: Gluten, Milk"
Nutri Choice - BRITANNIA - 200g,biscuits,?,?,Not available,?,?,?,Green-Score B,"Allergens: Gluten, Milk"
Googly biscuit - BISK FARM - 10 biscuits & 35 gram,biscuits,6.23 g,68.33 g,19.4 g,13.65 g,?,0.455 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk"
Hide And Seek - Parle - 33g,biscuits,5.9 g,103 g,Not available,0.4 g,?,?,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk"
