name,category,Protein,Carbohydrates,Sugar,Fat,Fiber,Sodium,nutrient_grade,allergen
Milk Single Origin Chocolate - Waitrose - 100g,chocolates,8 g,39 g,34.7 g,28.5 g,3.4 g,0.17 g,Processed foods,Allergens: Milk
Extrem Nougat & Caramel - Excelo,chocolates,-27%,+3%,-1%,-30%,-86%,+30%,Average impact of products of the same category: B (Score: 70/100),"Allergens: Eggs, Milk, Soybeans"
Chocolate negro 99% cacao - Hacendado - 100 g,chocolates,15 g,8 g,1 g,34 g,16 g,0.19 g,Processed foods,"Allergens: Eggs, Milk, Soybeans"
Ferrero rocher - 300 g,chocolates,8.2 g,44.4 g,39.9 g,14.1 g,0 g,0.153 g,Nutri-Score E,"Allergens: Gluten, Milk, Nuts, Soybeans"
Oreo O's Cereal - 350g,chocolates,7.9 g,81 g,27 g,0.8 g,3.9 g,0.56 g,Average impact of products of the same category: C (Score: 45/100),"Allergens: Gluten, Soybeans"
Oreo chocolate - Unknown - 57 g,chocolates,,,,,,,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Soybeans"
Milk Caramel Sea Salt Chocolate - Tony's Chocolonely - 180 g,chocolates,6.9 g,54 g,51 g,19 g,?,0.69 g,Green-Score C,"Allergens: Milk, Soybeans"
Cola Cao El Original - ColaCao - 383 g,chocolates,3.4 g,9.6 g,9.1 g,1.1 g,0.5 g,0.12 g,Green-Score C,Allergens: Gluten
Raffaello kokos mandelcreme - Ferrero - 90 g,chocolates,8.1 g,46.5 g,46.3 g,27.9 g,?,0.325 g,Green-Score E,"Allergens: Milk, Nuts, Soybeans"
Chocolate Chip Oat Biscuit Breaks - Nairn’s - 160 g,chocolates,+47%,-3%,-4%,+30%,+53%,+104%,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Soybeans"
Lindt Excellence Dark Orange Intense - 100 g,chocolates,7 g,51 g,46 g,17 g,-,0.08 g,Green-Score D,"Allergens: Milk, Nuts, Soybeans"
Poulain Grand Arôme intense 70% de cacao - 380 g,chocolates,4.2 g,7.5 g,6.7 g,1.2 g,1.6 g,0.11 g,Average impact of products of the same category: C (Score: 54/100),"Allergens: Milk, Nuts, Soybeans"
Mints - Hatherwood - 200g,chocolates,3.5 g,70 g,63.1 g,10 g,4.5 g,?,Green-Score D,"Allergens: Milk, Soybeans, Milk"
Confetteria Raffaello - Ferrero - 230g,chocolates,7.4 g,38.6 g,33.6 g,29.5 g,?,0.28 g,Nutri-Score E,"Allergens: Gluten, Milk, Nuts, Soybeans"
Nestlé - 490 g,chocolates,5.1 g,78.9 g,75.1 g,1.6 g,7.7 g,0.41 g,Green-Score C,Allergens: Soybeans
Cocoa Powder - Belbake - 250g,chocolates,23.3 g,10 g,0.9 g,13.9 g,29.1 g,0.03 g,Unprocessed or minimally processed foods,Allergens: None
Intense Dark Chocolate 85% Cocoa Solids - Marks & Spencer - 100 g e,chocolates,10.1 g,24.6 g,15.9 g,30.5 g,12 g,0.25 g,Processed foods,Allergens: None
Chocolate negro 0% azúcares añadidos 85% cacao - Hacendado - 100 g,chocolates,11 g,22 g,1 g,30 g,13 g,0 g,Ultra-processed foods,Allergens: None
100% cacao puro natural - Valor - 250 g,chocolates,25 g,17 g,1 g,6.9 g,34 g,0.05 g,Unprocessed or minimally processed foods,Allergens: None
itri choco - Excelo - 32 g,chocolates,7 g,70 g,35 g,0 g,0 g,2 g,Green-Score D,"Allergens: Gluten, Milk, Soybeans"
Bonne Maman Hazelnut Chocolate Spread - 360g,chocolates,6.7 g,53 g,51 g,5.2 g,3.3 g,0.1 g,Green-Score D,"Allergens: Milk, Nuts"
M&M's Cacahuètes - Pack familial - 550 g,chocolates,9.8 g,59 g,53 g,11 g,?,0.11 g,Average impact of products of the same category: D (Score: 42/100),"Allergens: Milk, Peanuts, Soybeans"
Original - ColaCao - 760 g,chocolates,6.6 g,78 g,70 g,1.6 g,7.8 g,0.1 g,Green-Score B,"Allergens: Gluten, Nuts"
Hazelnut Butter Dark Chocolate - Hu - 60 g,chocolates,9.4 g,33 g,26 g,22 g,9.3 g,0.1 g,Processed foods,Allergens: Nuts
Raspberry Intense Dark Chocolate - Lindt - 100 g e,chocolates,6.1 g,52 g,47 g,0.11 g,7 g,0.088 g,Green-Score E,"Allergens: Milk, Soybeans"
Schokobons - Kinder - 200g,chocolates,8.3 g,52.5 g,52.2 g,21.2 g,0 g,0.28 g,Nutri-Score E,"Allergens: Milk, Nuts, Soybeans"
Aiguebelle Mini Chocolate,chocolates,?,?,?,?,?,?,Not available,"Allergens: Milk, Nuts, Soybeans"
Excellence Extra Fondant Lait - Lindt - 100g,chocolates,6.4 g,51 g,50 g,23 g,0 g,0.28 g,Green-Score D,"Allergens: Gluten, Milk, Soybeans"
Bono - Excelo,chocolates,10 g,53.68 g,35.5 g,15.27 g,0 g,0.14 g,Average impact of products of the same category: A (Score: 78/100),"Allergens: Gluten, Milk, Soybeans"
"Barres de céréales pour le petit-déjeuner Chocolate⁴ - Nestlé - 141 g (6 x 23,5 g)",chocolates,7.7 g,66 g,17 g,2.9 g,7.3 g,0.33 g,Nutri-Score C,"Allergens: Gluten, Milk, Soybeans"
"Delacre - Delichoc Milk Chocolate Cookies, 150g (5.3oz)",chocolates,5.2 g,72.2 g,47.9 g,9.9 g,0 g,0.31 g,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk, Soybeans"
Breaksta - Tiffany - 13g,chocolates,7.69 g,61.5 g,46.2 g,0 g,2.31 g,0.135 g,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk, Soybeans"
Chocolate Extrafino 80% NOIR 0% azúcares añadidos - trapa - 80g,chocolates,10 g,26 g,1.1 g,27 g,?,0.06 g,Nutri-Score D,Allergens: Soybeans
Pâte à tartiner aux noisettes - Mejora,chocolates,3 g,62 g,61 g,6.5 g,?,0.28 g,Average impact of products of the same category: C (Score: 51/100),"Allergens: Milk, Nuts, Soybeans"
Poulain - 250 g,chocolates,3.77 g,10.9 g,10.7 g,1.14 g,10.5 g,0.11 g,Average impact of products of the same category: C (Score: 54/100),"Allergens: Milk, Nuts, Soybeans"
Double Trouble Chocolate Cookies - Wicked Kitchen - 300 g,chocolates,5.8 g,63.2 g,31.1 g,11.9 g,3.1 g,0.5 g,Green-Score B,"Allergens: Milk, Nuts, Soybeans"
Protein drink Chocolate - Zott - 250ml,chocolates,+277%,-51%,-52%,+10%,"+2,765%",+613%,Nutri-Score C,"Allergens: Milk, Nuts, Soybeans"
Lion cereal with caramel and chocolate - Nestlé - 400 g,chocolates,8.1 g,73.1 g,24 g,0.1 g,7 g,0.48 g,Average impact of products of the same category: C (Score: 45/100),"Allergens: Gluten, Milk"
Ugandan dark chocolate - Sainsburys - 100g,chocolates,9 g,20.5 g,10.5 g,2 g,10.5 g,0 g,Processed foods,"Allergens: Gluten, Milk"
Dairy Milk - Cadbury,chocolates,7.5 g,55 g,55 g,17.5 g,2 g,0.001 g,Average impact of products of the same category: D (Score: 39/100),Allergens: Milk
72% cacao noir - Carrefour - 80 g,chocolates,8.5 g,33 g,29 g,28 g,11 g,0.01 g,Green-Score E,Allergens: None
Amande Chocolat - Bjorg - 1 L,chocolates,0.8 g,9.2 g,7.2 g,0.4 g,0.7 g,0.078 g,Green-Score A+,Allergens: Nuts
Peanut - M&M's - 45 g,chocolates,9.8 g,59 g,53 g,11 g,-,0.11 g,Average impact of products of the same category: D (Score: 42/100),"Allergens: Milk, Peanuts, Soybeans"
Captain Rondo Cacao - Lidl - 500 g,chocolates,6.3 g,66 g,30 g,10 g,3.8 g,0.33 g,Green-Score C,"Allergens: Gluten, Milk"
Nutella B-ready - Ferrero - 220 g,chocolates,7.2 g,60.7 g,47.1 g,9.5 g,0 g,0.559 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Nuts, Soybeans, Milk"
Sandwich Zero Sin Azúcares Añadidos - Gullón - 250 g,chocolates,6.7 g,67 g,5 g,2 g,5.3 g,0.6 g,Nutri-Score C,"Allergens: Gluten, Milk, Soybeans, Sulphur dioxide and sulphites"
Quaker cruesli chocolat 900g - 900 g,chocolates,8.1 g,57 g,16 g,4.9 g,10 g,0.48 g,Average impact of products of the same category: A (Score: 82/100),"Allergens: Gluten, Milk, Soybeans"
Crunchy Nut Bars with Peanuts & Chocolate - Eat Natural - 3 x 45g,chocolates,22.7 g,32.4 g,18.7 g,9.11 g,7.33 g,0.778 g,Nutri-Score not-applicable,"Allergens: Peanuts, Soybeans"
naturya organic cacao powder - Canopy - 250 g,chocolates,+85%,-42%,-95%,+15%,+49%,+22%,Unprocessed or minimally processed foods,"Allergens: Peanuts, Soybeans"
L'original Lait - Côte d’or - 200 g,chocolates,7.4 g,57 g,55 g,17 g,3.7 g,0.23 g,Green-Score D,"Allergens: Milk, Soybeans"
Cioccolato - Mulino Bianco - 230 g,chocolates,9 g,59 g,29 g,3.6 g,9 g,0.315 g,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk, Nuts, Soybeans"
Madagascan Dark Chocolate - Extra Special,chocolates,-78%,-10%,-8%,+13%,+1%,"+15,536%",Processed foods,"Allergens: Gluten, Milk, Nuts, Soybeans"
Hazelnut Based Chocolate Spread - Alter Eco - 270 g,chocolates,6.9 g,52 g,51 g,6.9 g,4.2 g,0.11 g,Green-Score B,"Allergens: Milk, Nuts"
Black Forest cherry dark chocolate - Montezuma's - 90g,chocolates,9 g,37 g,31 g,24 g,9 g,0.3 g,Average impact of products of the same category: D (Score: 35/100),"Allergens: Gluten, Soybeans"
Prince -  Goût Lait -  Choco Au Blé Compet - LU - 300 g,chocolates,6 g,70 g,34 g,6.1 g,3.2 g,0.52 g,Average impact of products of the same category: C (Score: 57/100),"Allergens: Eggs, Gluten, Milk, Soybeans"
Schokolade 100% Cacao - Lindt Excellence - 50g,chocolates,13 g,11 g,0.5 g,34 g,0 g,0.05 g,Processed foods,"Allergens: Eggs, Gluten, Milk, Soybeans"
Nesquik - 500 g,chocolates,5.1 g,78 g,74.7 g,0 g,7.7 g,0.45 g,Green-Score A,Allergens: Soybeans
Bournville Dark Chocolate bar - Cadbury - 180 g,chocolates,4.1 g,60 g,58 g,17 g,5.5 g,0.01 g,Average impact of products of the same category: D (Score: 35/100),"Allergens: Milk, Soybeans"
Chocolate Orange Milk - Terry's - 157 g,chocolates,5.8 g,59 g,59 g,17 g,2.4 g,0.27 g,Average impact of products of the same category: D (Score: 39/100),"Allergens: Milk, Soybeans"
Lindt Excellence Extra Creamy Milk - 100 g,chocolates,6.5 g,51 g,50 g,23 g,?,0.275 g,Green-Score D,"Allergens: Gluten, Milk, Soybeans"
Cocoa Oat Protein Flapjacks Chocolate Flavour Topped 3 x - Trek - 3x50g,chocolates,18 g,44 g,28 g,10 g,3.9 g,0.71 g,Nutri-Score E,Allergens: Soybeans
Coco Pops - Kellogg's,chocolates,6.3 g,84 g,17 g,0.9 g,3.8 g,0.64 g,Nutri-Score C,Allergens: Gluten
"Bounty 2x - Mars - 2 x 28,5 g",chocolates,3.4 g,54.4 g,46.4 g,12 g,3.8 g,0.14 g,Nutri-Score E,"Allergens: Milk, Soybeans, cs:mléka"
Bournville Cocoa - Cadbury - 250g,chocolates,,,,,,,Unprocessed or minimally processed foods,"Allergens: Milk, Soybeans, cs:mléka"
"Ronditas 32% Chocolate - Gullón - 186 g (5 x 37,2 g)",chocolates,7.1 g,64.5 g,0 g,0.4 g,3.87 g,0.524 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Soybeans"
Ferrero Rocher - 100g,chocolates,+37%,-19%,-14%,-17%,-100%,-26%,Nutri-Score E,"Allergens: Gluten, Milk, Nuts, Soybeans"
Nutella - Ferrero - 750g,chocolates,6.3 g,57.5 g,56.3 g,10.9 g,?,0.107 g,Average impact of products of the same category: C (Score: 51/100),"Allergens: Milk, Nuts, Soybeans"
Noir 70 % - Biocoop - 100 g,chocolates,7.9 g,33 g,29 g,27 g,13 g,0.1 g,Processed foods,"Allergens: Milk, Nuts, Soybeans"
"Carré lait-noisette - Sondey - 10 Stück, 250 g",chocolates,8.2 g,53 g,33.9 g,22.7 g,3.4 g,0.31 g,Green-Score D,"Allergens: Gluten, Milk, Nuts, Soybeans"
Biscuit chocolat noir - Gerblé - 150 g,chocolates,7.6 g,62 g,34 g,11 g,4.3 g,0.52 g,Green-Score C,"Allergens: Eggs, Gluten, Milk, Soybeans"
Milk Chocolate Rice Cakes imp - Kallo - 90g,chocolates,7 g,63 g,27 g,14 g,3.5 g,0 g,Processed foods,Allergens: Milk
Nutella - Ferrero - 630g,chocolates,-2%,+11%,+20%,+45%,,+2%,Average impact of products of the same category: C (Score: 51/100),"Allergens: Milk, Nuts, Soybeans"
chocolat - leka cream - 350g,chocolates,?,?,?,?,?,?,Not available,"Allergens: Milk, Nuts, Soybeans"
Ugandan dark chocolate - Asda,chocolates,10 g,23 g,2.1 g,0.4 g,2.1 g,0.01 g,Processed foods,"Allergens: Milk, Nuts, Soybeans"
chocolat noir aux pépites - Carlotti - 100 g,chocolates,7.7 g,35 g,30 g,25 g,12.4 g,0.02 g,Average impact of products of the same category: D (Score: 35/100),Allergens: Soybeans
Cola Cao Original,chocolates,3.4 g,9.6 g,9.1 g,1.1 g,0.5 g,0.12 g,Green-Score C,Allergens: Gluten
Brunch bar choc chip - Cadbury - 5 Bars,chocolates,6.1 g,65 g,27 g,8.3 g,4.7 g,0.53 g,Average impact of products of the same category: C (Score: 56/100),"Allergens: Gluten, Milk, Soybeans"
Chocapic - Nestlé - 645 g,chocolates,8.9 g,73.6 g,22.4 g,1.3 g,7.7 g,0.22 g,Nutri-Score C,Allergens: Gluten
colacao 0 % - 325 g,chocolates,3.7 g,7.1 g,4.8 g,0.4 g,1.2 g,0.13 g,Green-Score A+,"Allergens: Gluten, Nuts"
Protein Peanut & Chocolate Bars - Nature Valley - 40 g,chocolates,25.6 g,27.5 g,17.2 g,7.4 g,11 g,0.925 g,Nutri-Score not-applicable,"Allergens: Milk, Peanuts, Soybeans"
Mini delice amandes - Aiguebelle,chocolates,?,?,?,?,?,?,Not available,"Allergens: Milk, Peanuts, Soybeans"
Nutella bicuits - 41.4 g,chocolates,7.9 g,64 g,35.8 g,11.5 g,?,0.559 g,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk, Nuts, Soybeans"
Special Flakes Dark Chocolate - Crownfield - 425 g,chocolates,8.5 g,74.3 g,13.7 g,2.9 g,8.4 g,0.45 g,Nutri-Score C,"Allergens: Gluten, Milk, Nuts, Peanuts"
Crunchy Oats & Dark Chocolate - Nature Valley - 5x84g,chocolates,8.81 g,61.4 g,26.9 g,3.33 g,6.9 g,0.631 g,Nutri-Score D,Allergens: Soybeans
Milka - 100 g,chocolates,4.6 g,56 g,53 g,19 g,1 g,0.33 g,Average impact of products of the same category: D (Score: 39/100),"Allergens: Gluten, Milk, Nuts, Soybeans"
54% cocoa dark milk chocolate bar - Marks & Spencer - 100 g,chocolates,9 g,42.2 g,36.4 g,9.728 g,6.2 g,0.049 g,Processed foods,"Allergens: Milk, Soybeans"
Mikado - LU - 100g,chocolates,7.7 g,67 g,34 g,11 g,2.8 g,0.85 g,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk, Soybeans"
Excellence - Noir - Sésame grillé - Lindt & Sprüngli - 100 g,chocolates,6.8 g,50 g,45 g,17 g,?,0.09 g,Green-Score E,"Allergens: Milk, Sesame seeds, Soybeans"
Extra Granola Cioccolato E Nocciole - Kellogg's - 375 g,chocolates,8 g,55 g,21 g,10 g,7 g,0.68 g,Average impact of products of the same category: A (Score: 82/100),"Allergens: Gluten, Milk, Nuts, Soybeans, es:avena"
Muesli de quinoa y chocolate - Carrefour BIO - 375 g,chocolates,9.1 g,67 g,16 g,4.4 g,6.8 g,0.08 g,Green-Score A,"Allergens: Gluten, es:avena"
Tortitas de maiz 54% chocolate negro - Hacendado - 130 g,chocolates,6 g,64 g,33 g,0.8 g,3.5 g,0.43 g,Average impact of products of the same category: B (Score: 64/100),"Allergens: Milk, Soybeans"
Rebuenas - Hacendado - 500 g,chocolates,6.4 g,65 g,34 g,7.7 g,4.9 g,0.32 g,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk, Sulphur dioxide and sulphites"
BREAKSTA Tiffany - wafer sandwich - 26g,chocolates,,,,,,,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk, Sulphur dioxide and sulphites"
Dark Chocolate - Schogetten - 18 pieces - 100 g / 3.5 oz,chocolates,6.4 g,50 g,47 g,19 g,-,< 0.01 g,Green-Score D,"Allergens: Milk, Soybeans"
Chocolate Protein - Fa!rlife - 11.5 fl oz,chocolates,30 g,4 g,0 g,0 g,1 g,0.575 g,Average impact of products of the same category: C (Score: 49/100),"Allergens: Gluten, Milk"
Cashew Butter + Pure Vanilla Bean Dark Chocolate - Hu - 60g,chocolates,9.1 g,38 g,27 g,23 g,8.1 g,0.208 g,Processed foods,Allergens: Nuts
Muesli Bars Chocolate no added sugar - Crownfield - 25 gram,chocolates,7.6 g,68 g,1.5 g,2.5 g,6.2 g,0.26 g,Nutri-Score B,"Allergens: Gluten, Milk, Peanuts, Soybeans"
Tunnock's  Caramel Wafer Biscuits imp - Thomas Tunnock LTD - 8 x 30g,chocolates,3.67 g,70 g,33.3 g,12.7 g,2.33 g,0.75 g,Average impact of products of the same category: B (Score: 69/100),"Allergens: Gluten, Milk, Soybeans"
Nutella biscuits - Ferrero - 193.2g,chocolates,7.97 g,63.8 g,35.5 g,11.6 g,0 g,0.558 g,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk, Nuts, Soybeans"
COCO pops - Kellogg's - 550 g,chocolates,6.3 g,84 g,17 g,0.9 g,3.8 g,0.65 g,Nutri-Score C,Allergens: Gluten
NESTLE DESSERT Lait - 170 g,chocolates,6.8 g,53.6 g,51.4 g,20.1 g,3.6 g,0.13 g,Green-Score D,Allergens: Milk
Single Estate Venezuelan Dark clChocolate - Sainsbury's taste the difference - 100 g,chocolates,8 g,34.5 g,27.4 g,1.5 g,8.8 g,0.08 g,Green-Score D,Allergens: Soybeans
Lindt excellence mint intense - Lindt & Sprüngli - 100g,chocolates,6 g,52 g,47 g,19 g,0 g,0.1 g,Green-Score E,"Allergens: Milk, Soybeans"
tko M Broken Hazelnuts - MILKA - 100g,chocolates,7.19 g,52.1 g,50.9 g,17.4 g,2.99 g,0.001 g,Average impact of products of the same category: D (Score: 39/100),"Allergens: Milk, Nuts, Soybeans"
Crunchy Nut Granola Hazelnut & Chocolate - Kellogg's - 380 g,chocolates,8 g,55.6 g,21.1 g,10 g,7.11 g,1.67 g,Average impact of products of the same category: C (Score: 45/100),"Allergens: Gluten, Milk, Nuts, Soybeans"
Negro 85% - Hacendado - 200 g,chocolates,12 g,22 g,15 g,28 g,15 g,0 g,Nutri-Score D,"Allergens: Gluten, Milk, Nuts, Soybeans"
Suchard - 550 g,chocolates,10 g,24 g,14 g,30 g,13 g,0.13 g,Nutri-Score D,"Allergens: Gluten, Milk, Nuts, Soybeans"
Breaktime - Tiffany - 13g,chocolates,7.69 g,61.5 g,46.2 g,0 g,2.31 g,1.73 g,Average impact of products of the same category: D (Score: 39/100),"Allergens: Gluten, Milk, Soybeans"
Special K Granola con avena Dark chocolate - Kellogg's - 320 g,chocolates,9.3 g,65 g,13 g,4 g,9.5 g,0.01 g,Nutri-Score C,"Allergens: Gluten, Milk, Soybeans, es:avena"
Chocolate Biscuits - Choco Leibniz,chocolates,7.5 g,60.7 g,39.3 g,16.1 g,3.21 g,0.635 g,Green-Score C,"Allergens: Gluten, Milk"
Mousse au chocolat 🍫 à l'ancienne - Marie Morin - 200 g,chocolates,8.3 g,25 g,20 g,15 g,?,0.31 g,Green-Score D,"Allergens: Eggs, Milk"
"Galleta recubierta de chocolate con leche (68,2%) - KitKat - 41 g",chocolates,6.7 g,60.5 g,43.5 g,14.9 g,2.5 g,0.15 g,Green-Score C,"Allergens: Gluten, Milk"
Choc Shot - Sweet Freedom - 320g,chocolates,-0%,-8%,-5%,-40%,+321%,-100%,Nutri-Score D,Allergens: Apple
Digestive Chocolate - Hacendado,chocolates,6 g,63 g,23 g,6 g,3.6 g,1.378 g,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk, Soybeans"
Orange Intense Chocolate - Lindt & Sprüngli - 100g,chocolates,7 g,51 g,46 g,17 g,?,0.09 g,Average impact of products of the same category: D (Score: 35/100),"Allergens: Milk, Nuts, Soybeans"
Green & Blacks Smooth Mint - 90g,chocolates,5.7 g,51 g,47 g,20 g,6.7 g,0.01 g,Green-Score D,Allergens: Soybeans
Protein Pudding Chocolate - Arla - 200 g,chocolates,10 g,6.6 g,4.4 g,0.9 g,?,0.188 g,Nutri-Score A,Allergens: Milk
Chocca chocolate spread - Meridian - 240g,chocolates,19 g,26 g,14 g,12 g,5.6 g,0.02 g,Nutri-Score D,"Allergens: Nuts, Peanuts"
Natural Unsweetened Cocoa - Hershey's - 226 g,chocolates,?,?,?,?,?,?,Unprocessed or minimally processed foods,"Allergens: Nuts, Peanuts"
Cocoa Oat Protein Flapjack Chocolate Flavour Topped - Trek - 50 g,chocolates,18 g,44 g,28 g,10 g,4 g,0.71 g,Nutri-Score not-applicable,Allergens: Soybeans
"Chocolate - Kinder - 100 g (8 x 12,5 g)",chocolates,8.7 g,53.5 g,53.3 g,22.6 g,-,0.313 g,Average impact of products of the same category: C (Score: 54/100),"Allergens: Milk, Soybeans"
Ben&Jerry's Chocolate Fudge Brownie 465ml - 408 g,chocolates,3.7 g,25 g,23 g,6.8 g,1.74 g,0.2 g,Average impact of products of the same category: A (Score: 87/100),"Allergens: Eggs, Gluten, Milk, Soybeans, de:lait, de:œufs"
Chocolate 95% - Trapa - 80 g,chocolates,11 g,12 g,6.3 g,33 g,0 g,0.08 g,Processed foods,"Allergens: Eggs, Gluten, Milk, Soybeans, de:lait, de:œufs"
STARBUCKS Signature chocolat 70% 300g - Signature chocolate - 300 g,chocolates,14.6 g,38.6 g,28.6 g,7 g,12.3 g,0.23 g,Nutri-Score D,Allergens: Soybeans
Choco Duo - Mister Choc - 750g,chocolates,2.1 g,59.1 g,58.7 g,8 g,?,0.128 g,Average impact of products of the same category: C (Score: 51/100),"Allergens: Milk, Nuts"
NESQUIK Poudre Cacaotée boîte 500g - Nestlé - 500 g,chocolates,5.1 g,78.9 g,75.1 g,1.6 g,7.7 g,0.41 g,Green-Score C,Allergens: Soybeans
BelVita Chocolate Chips - Belcita - 225g,chocolates,7.7 g,65 g,26 g,3.6 g,6.9 g,0.59 g,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk, Soybeans"
Dark chocolate nuts & sea salt - KIND - 40g,chocolates,30 g,19 g,8.25 g,6.5 g,11 g,1.16 g,Nutri-Score not-applicable,"Allergens: Milk, Nuts, Peanuts, Soybeans"
Tableta chocolate negro 85% - Carrefour BIO - 100 g,chocolates,9.1 g,20 g,15 g,34 g,12 g,0.01 g,Processed foods,Allergens: None
6111265980212,chocolates,,,,,,,Not available,Allergens: None
PiCK UP ! Choco x6 - TET - 168 g,chocolates,6.9 g,61 g,35 g,15 g,2.8 g,0.196 g,Average impact of products of the same category: C (Score: 52/100),"Allergens: Eggs, Gluten, Milk, Nuts, Soybeans"
Galettes de riz bio - Sondey - 100 g,chocolates,7 g,59 g,27 g,15 g,?,0.29 g,Green-Score B,"Allergens: Sesame seeds, Soybeans"
Fairtrade Instant Hot Chocolate - Clipper - 350 g,chocolates,12.4 g,72.3 g,70.2 g,2.1 g,0 g,0.9 g,Green-Score C,Allergens: Milk
Muesli Crunchy Chocolate - Hacendado - 500 g,chocolates,8.4 g,61 g,24 g,2 g,6 g,0.43 g,Average impact of products of the same category: A (Score: 82/100),"Allergens: Gluten, Milk, Soybeans"
Organic Chocolate Stars - Freee - 300 g,chocolates,6.6 g,82 g,24 g,2.5 g,3.5 g,0.29 g,Processed foods,"Allergens: Gluten, Milk, Soybeans"
CARAMEL - Lindt - 100g,chocolates,5.4 g,56 g,52 g,17 g,?,0.392 g,Average impact of products of the same category: D (Score: 35/100),Allergens: Milk
Noir 85% - Biocoop - 100 g,chocolates,9.4 g,19 g,14 g,31 g,19 g,0.1 g,Processed foods,Allergens: Milk
Pâte à tartiner noisettes cacao - Lucien georgelin - 600 g,chocolates,8.3 g,55 g,53 g,5 g,?,0.12 g,Green-Score D,"Allergens: Milk, Nuts"
Nicaragua grand cru waslala 75% - Ethiquable - 100 g,chocolates,9.5 g,32 g,24 g,27 g,9.7 g,0 g,Processed foods,"Allergens: Milk, Nuts"
Chocolat instantané Façon Bistrot - Van Houten - 425 g,chocolates,7.8 g,65 g,62 g,3.7 g,10.8 g,0.5 g,Green-Score D,"Allergens: Milk, Nuts"
Choco tablet con chocolate negro - Gullon,chocolates,-1%,-2%,-96%,+11%,+44%,-35%,Average impact of products of the same category: C (Score: 52/100),"Allergens: Gluten, Milk"
